코스 카테고리,코스 카테고리명,강북강남구분코드,강북강남구분,자치구,거리,소요시간,코스레벨,추천수,연계지하철,교통편,설명,PDF파일경로,코스명,작성시간,세부코스,포인트순번,포인트명칭,X 좌표,Y 좌표,포인트 설명
1000,생태문화길,2,강북,중랑구,4.02km,2시간,3,0,7호선,진입로 1 : 용마산역 지하철 7호선 2번 출구  <br />    진입로 2 : 용마한신아파트 버스 정류장(07-201) 일반 70 간선버스 320 지선버스 2012  <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 동양 최대의 인공폭포인 용마폭포공원에서 시작하여, 용마산의 수수하고 차분한 숲길을 걸어보는 즐거움이 있는 노선이다. 해발 287m의 용마산은 오르기 어렵지 않고 편안한 산행을 약속한다. 용마산 숲길을 지나 조선 시대의 문신 서거정의 시 4편이 새겨져있는 사가정공원에 이르러 시 한수와 함께 조금은 힘들었던 산행을 마무리할 수 있다.",http://gil.seoul.go.kr/view/course/2014/07/15/4328586858144030.zip,용마산 나들길,2013-09-27 14:47, 용마폭포공원~용마산 우수조망명소~깔딱고개~사가정공원,806,버스정류장(용마산 한신아파트),208180.2369,453365.6401,버스정류장(용마산 한신아파트)
1000,생태문화길,2,강북,중랑구,5.51km,2시간30분,2,0,,"진입로 1 : 용마문화복지센터 버스 정류장(07-195) 간선버스 271, 지선버스 1213, 2013, 2230<br /> - 지하철 7호선 면목역 2번 출구 지하철7호선면목역 버스 정류장(07-228)에서 지선버스 1213, 2013 탑승 가능 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    "," 망우리 묘지 이장지역을 생태적으로 복원하여 사계절 즐길 수 있는 공원으로 조성하였다. 묘역을 끼고 있어 왠지 오싹한 느낌이 들 것 같지만 막상 공원에 들어서면 무덤들이 울창한 숲에 가려져 보이지 않아 자연의 여유로움을 만끽할 수 있다. 산책 중간에 박인환 시인의 묘소에 들러 “목마와 숙녀”를 음미할 수 있으며, 주변 곳곳에 있는 어린이 운동의 효시인 방정환, 민족대표 33인 중 오세창, 한용운 선생 등 연보비 앞에서 잠깐 걸음을 멈추고 역사를 음미하는 시간을 갖는 것도 좋을 것 같다. ",http://gil.seoul.go.kr/view/course/2014/07/16/4385653820987811.zip,망우산숲나들길,2013-09-27 14:40, 전망대~망우사색의 길,801,전망대,209586.891,454267.2761," 서울시 우수조망명소로 서울 강북 일대와 북한산, 도봉산, 봉화산의 전경을 한눈에 조망할 수 있는 곳이다."
5000,한강지천길/계절길,2,강북,노원구,2.84Km,2시간,1,0,"4호선,7호선",진입로 1 : 상계역 지하철 4호선 4번 출구<br /> 진입로 2 : 중계역 지하철 7호선 6번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,주변 학교 주거지역과 인접해 있어 접근성이 좋아 인근 주민들이 자주 이용한다,http://gil.seoul.go.kr/view/course/2014/07/01/3115279870670723.zip,당현천길,2013-09-27 14:19,상계역 인근~양지마을 대림 2차 아파트 인근~가재울 근린공원 인근~학여울 청구아파트 인근,1186,노원구민체육센터,206215.4228,460915.7291,노원구민체육센터
5000,한강지천길/계절길,2,강북,노원구,3.96Km,1시간30분,1,0,"6호선,7호선","진입로 1 : 태릉입구역 지하철 6, 7호선 7번 출구<br /> 진입로 2 : 화랑대역 지하철 6호선 4번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",노원구와 중랑구를 통과하는 하천길로 지하철역과 주변 아파트로 인해 접근성이 좋아 인근 주민들이 많이 이용한다,http://gil.seoul.go.kr/view/course/2014/07/01/3121495079140088.zip,묵동천길,2013-09-27 14:19,한국아파트 인근~브라운스톤태릉아파트 인근~태릉고등학교 인근~중랑소방서 인근~서울메디컬타워 인근~육사아파트 인근~육사체육관 인근,1257,봉화산역 지하철 6호선,208068.1071,457503.2716,봉화산역 지하철 6호선
5000,한강지천길/계절길,2,강북,노원구,20.74Km,6시간,1,0,"1호선,5호선,6호선,7호선,중앙선","진입로 1 : 도봉산역 지하철 1, 7호선 2번 출구<br />  진입로 2 : 수락산역 지하철 7호선<br /> 진입로 3 : 월계역 지하철 1호선 2번 출구<br /> 진입로 4 : 석계역 지하철 1, 6호선 3번 출구<br /> 진입로 5 : 중랑역 지하철 경의선 1번 출구<br /> 진입로 6 : 군자역 지하철 5, 6호선 1번 출구<br /> 진입로 7 : 응봉역 지하철 중앙선 2번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ","경기도 양주시에서 발원하여 의정부를 지나 남류하여 한강으로 흘러드는 하천을 따라 산책로로 이용. <br />  <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='5'>중랑천길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>5.92</td> 		  <td>1시간 40분</td> 		  <td>도봉산역, 수락산역 인근~월계역 인근 </td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>5.1</td> 		  <td>1시간 30분</td> 		  <td>월계역 인근~중랑역 인근</td> 	</tr> 	<tr> 	 	  <td>3</td> 		  <td>4.1</td> 		  <td>1시간 10분</td> 		  <td>중랑역 인근~군자역 인근</td> 	</tr> 	<tr> 	 	  <td>4</td> 		  <td>5.62</td> 		  <td>1시간 40분</td> 		  <td>군자역 인근~응봉역 인근</td> 	</tr> 	 </table> </div>",http://gil.seoul.go.kr/view/course/2015/01/05/8971995036544843.zip,중랑천길,2013-09-27 14:19,도봉주공1단지 인근~성균관대도봉선수촌 인근~방학동삼성래미안아파트 인근~창동주공19단지아파트 인근~초안산근린공원 인근~월계삼호4차아파트 인근~두산아파트 석계초등학교 인근~일신강변아파트 인근~동국대사대부속중학교 인근~현대홈타운아파트 인근~성동세무서 인근~응봉역 인근,1083,아차산성,209297.6893,450601.1775,아차산성
1000,생태문화길,2,강북,"노원구,도봉구",4.59km,1시간30분,1,0,1호선,"진입로 1 : 녹천역 지하철 1호선 4번 출구  <br />    진입로 2 : 도보진입 <br />    진입로 3 : 인덕대학교 버스정류장(11-309) 지선 1130, 1133, 1161<br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.               "," 초안산은 아주 작은 산이지만, 면적에 비해서 믿기지 않을 정도의 아기자기한 길이 고루 퍼져있다. 조선시대 내시들의 묘가 많아 ‘내시네 산’이라고도 불렸는데, 조선시대의 분묘가 무려 1,000여기나 산재해 있다. 한국 전쟁 때 국군이 이곳에 ‘청동 저지선’을 치고 북한군과 치열한 접전을 벌여 지금도 당시의 방공호가 곳곳에 남아 있다. <br />※봄에 초안산 인근 우이천길을 걸으면 흐드러진 벚꽃 속에서 봄을 온몸으로 맞이할 수 있다.<br />※2013년‘G마켓, 생명의숲이 함께하는 초록숲길 만들기’사업 대상 노선으로 노선 전체에 초록숲길 안내표지판 설치 ",http://gil.seoul.go.kr/view/course/2014/07/16/4386389128000363.zip,초안산 나들길(초록숲길),2013-09-27 14:18, 산사나무 군락지,942,지하철정류장(녹천역4번출입구),204557.1716,460455.1864,지하철정류장(녹천역4번출입구)
1000,생태문화길,2,강북,노원구,1.12km,1시간,1,0,1호선,"진입로 1 : 인덕삼거리 버스 정류장(11-331) 간선버스 163 지선버스 1017, 1130, 1133, 1137, 1140  <br /> - 지하철 1호선 월계역 3번 출구에서 월계근린공원으로 이동 가능(약 500m) <br /> 진입로 2 : 월계삼거리 버스 정류장(11-286) 간선버스 261 지선버스 1017, 1137 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 아기자기한 오솔길이 얽혀있어 걷기 좋은 근린공원이다. (무단경작지가 들어서 있는 영축산근린공원은 도심텃밭과 목공, 염색체험을 할 수 있도록 조성방안 검토 중)",http://gil.seoul.go.kr/view/course/2014/06/30/3024014181987844.zip,월계근린공원 산책길,2013-09-27 14:12, 체력장,795,버스정류장(인덕삼거리),205067.8853,458828.5749,버스정류장(인덕삼거리)
1000,생태문화길,2,강북,노원구,7.39km,4시간30분,3,0,7호선,진입로 1 : 수락산역 지하철 7호선 3번 출입구 <br />    진입로 2 : 수락산 입구 교차로  <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 수락산은 해발 637m로 남쪽으로 불암산과 연결되어 노원구 상계동과 의정부시, 남양주시의 경계를 이루고 있다. 수락산 능선상에 있는 암봉들은 서울을 향해서 고개를 숙이고 있는 형국으로 태조 이성계는 서울의 수호산이라고 하였다. 수락산의 명칭은 내원암 일대 계곡에 바위가 벽을 이루고 있어 물이 굴러 떨어지므로 수락이라고 하였다는 설과 골짜기 물이 맑아 금류, 은류, 옥류라는 폭포를 이루어 떨어지는 자태에 이름이 붙여졌다는 전설도 있다. 대부분 돌산으로 화강암의 암벽이 노출되어 있지만 산세는 험하지 않으며 수각계곡과 노원골 일대 1km 산책로는 삼림욕을 하기에 아주 놓은 곳이다. 주말이면 도심에서 몰려온 산악인들로 항상 붐비는 산이며 북한산, 도봉산, 관악산과 함께 서울 근교의 4대 명산으로 불린다.<br />    ※ 2012년‘G마켓, 생명의숲과 함께하는 아름다운 숲길 가꾸기’사업 대상 노선으로 노선 전체에 초록숲길 안내표지판 설치 ",http://gil.seoul.go.kr/view/course/2014/06/30/3020140899838849.zip,수락산 나들길(초록숲길),2013-09-27 14:05, 암불사~도솔봉~수락산정상,791,암불사,206207.5943,464515.0766,암불사
1000,생태문화길,2,강북,노원구,9.79km,3시간,2,0,6호선,"진입로 1 : 효성화운트빌 버스 정류장(11-133) 지선버스 1132, 1143 <br /> - 지하철 6호선 화랑대역 1번 출구 버스 정류장(11-118)에서 지선버스 1132탑승 가능 <br /> - 또는, 화랑대역 4번 출구에서 원자력병원 맞은편으로 도보이동하여 진입할 수 있다<br /> 진입로 2 : 중계본동종점 버스 정류장(11-409) 지선버스 1131, 1141, 1142, 1143, 1221 <br />    진입로 3 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.            "," 수락산과 나란한 불암산은 등산코스로 이름이 높지만 그 언저리로는 그림 같은 숲 산책로가 뻗었다. 또한 가는 길에 불암산 삼육대 생태경관보전지역에 들러 중부지방의 극상수종인 서어나무를 만날 수 있고, 조선 중종의 계비인 문정왕후(文定王后) 윤씨를 모신 태릉에 들어 역사의 향기를 음미할 수도 있다.",http://gil.seoul.go.kr/view/course/2014/09/02/8530126071360584.zip,불암산 나들길,2013-09-27 13:54, 회춘샘 약수터~학도암 마애관음보살 좌상~제명호~삼육대 정문,782,학도암 마애관음 보살좌상,207944.4129,461420.8378," 서울유형문화재 제124호로 지정되어 있으며, 불암산 중턱의 학도암 뒤편 바위에 돋을 선각으로 새긴 관세음보살상으로 높이 13.4m 너비7m이다. 조선후기 석불 중 최고의 걸작으로 평가받는 학도암의 마애관음보살좌상은 학도암에서 기도를 해서 효험을 본 명성황후의 지시와 후원으로 제작되었다고 알려진다. 정으로 좌상 주변의 돌들을 모두 파내는 돋을새김 방식으로 만들어져 제작에 심혈을 기울였다는 것을 알 수 있다. 학도암의 전각은 한국전쟁 당시 모두 소실되어 지금 건물은 1965년에 재건한 것이다."
5000,한강지천길/계절길,2,강북,"강북구,도봉구",7.94Km,2시간,1,0,"1호선,4호선,6호선","진입로 1 : 석계역 지하철 1, 6호선 1번 출구<br /> 진입로 2 : 수유역 지하철 4호선 8번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.  ",우이천을 따라 난 길로 도봉구 창제동에서 노원구 월계동에 이르는 폭10~15m의 보조간선급 소로임,http://gil.seoul.go.kr/view/course/2014/07/02/3195516609325175.zip,우이천길,2013-09-27 13:47,서울선곡초등학교 인근~롯데캐슬루나아파트 인근~번2동주민센터 인근~우이제3교 인근~창동태영데시앙아파트 인근~강북중학교 인근~우암빌라 인근,1058,서울선곡초등학교 인근,205060.4768,457551.163,서울선곡초등학교 인근
5000,한강지천길/계절길,2,강북,"강북구,도봉구",0.21Km,20분,1,0,4호선,진입로1 : 본원정사 버스 정류장 마을 강북02 <br />   - 수유역 지하철 4호선 3번 출구 강북 02탑승 본원정사 하차 <br />  진입로2 : 서울영어마을수유캠프국립재활원 입구 버스 정류장(09-118)  간선 151 지선 1165<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,강북구 수유동에서 발원하여 우이천으로 합류된 후 중랑천으로 유입되는 하천으로 산책코스로 이용,http://gil.seoul.go.kr/view/course/2014/07/04/3378397097313445.zip,가오천길,2013-09-27 13:46,본원정사 인근~국립재활원 인근,1051,국립재활원,200897.0279,459909.5313,국립재활원
5000,한강지천길/계절길,2,강북,"강북구,도봉구",0.67Km,30분,1,0,4호선,"진입로 1 : 수유역 지하철 4호선 1번 출구에서 마을버스 강북01 탑승 강북청소년수련관 버스 정류장에서 하차 <br /> 진입로 2 : 국립419묘지 버스정류장(09-197) 간선104, 지선1119 , 1126, 마을 강북01<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",북한산성 대동문 기슭에서 발원하여 우이천으로 흘러들어가는 개울로 동네주민들의 산책로로 이용,http://gil.seoul.go.kr/view/course/2014/07/07/3635861902372763.zip,대동천길,2013-09-27 13:46,선일교통종점 인근~산양로 139길 인근,1191,강북청소년수련관 버스 정류장,200620.6101,460685.1966,수유역 지하철 4호선 1번 출구 -> 강북01-> 강북청소년 수련관
5000,한강지천길/계절길,2,강북,"강북구,도봉구",2.78Km,1시간,1,0,1호선,진입로 : 도봉역 1호선 1번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,도봉산에서 발원하여 도봉동에서 중랑천으로 합류하는 하천으로 다양한 행사와 공연이 펼쳐짐,http://gil.seoul.go.kr/view/course/2014/07/02/3206754996722403.zip,도봉천길,2013-09-27 13:39,무궁화제작소 인근~도봉로171길 인근~럭키아파트 인근~형진빌라 인근~도봉로177길 인근~성균관대도봉선수촌 인근,1216,성균관대도봉선수촌 인근,204293.6306,464483.1854,성균관대도봉선수촌 인근
5000,한강지천길/계절길,2,강북,"강북구,도봉구",1.89Km,40분,1,0,1호선,진입로 1 : 방학역 지하철 1호선 3번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,북한산에서 흘러 내려와서 중랑천으로 합쳐지는 하천으로 산책로 코스임,http://gil.seoul.go.kr/view/course/2014/07/02/3178247796266226.zip,방학천길,2013-09-27 13:38,벽산1차아파트 인근~제일시장 인근~정병원빌딩 인근~동아엔지니어링 인근,1277,방학동도깨비시장 인근,203163.3194,462858.5767,방학동도깨비시장 인근
1000,생태문화길,2,강북,"강북구,도봉구",7.95km,2시간30분,2,0,"1호선,4호선","진입로 1 : 우이동도선사입구 버스 정류장(09-101) 간선버스 130 지선버스 1161 <br /> - 지하철 4호선 쌍문역 2번 출구 버스 정류장 쌍문역(10-016)에서 간선 130번 탑승 가능 <br /> - 지하철 1, 4호선 창동역 1번 출구 버스 정류장 창동역동측도봉방면(10-266)에서 지선 1161번 탑승 가능 <br /> 진입로 2 : 우이령 오봉산석굴암입구 버스 정류장(39-137) 일반 34 간선버스 704 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ","우이령 길은 서울 우이동과 경기도 양주시를 연결하는 6.8km의 소로였으나. 1968년 1.21사태 당시 무장공비 침투로로 이용된 후 안보상의 이유로 폐쇄되었다가, 결국 2009년 7월 10일에 탐방객 수를 제한하는 조건으로 우이령이 재개방되었다. 특히 우이령 구간은 맨발로 걸을 수 있도록 정비되어 자연을 마음껏 느낄 수 있다.<br /> ※ 매일 1,000명에게만 개방을 하며 사전예약을 해야 탐방이 가능하다. 입장은 무료이지만 출입시간은 오전09시부터 오후02시까지다.<br /> ※ 사전예약 홈페이지 : <a href = 'http://reservation.knps.or.kr/information/trailInfo.action?trailCd=2'>http://reservation.knps.or.kr/information/trailInfo.action?trailCd=2</a>",http://gil.seoul.go.kr/view/course/2014/07/16/4386207928914306.zip,우이령 나들길,2013-09-27 13:16, 방문자서비스센터~소귀고개 정상~오봉전망대~석굴암,769,오봉전망대,199625.8789,465093.2264,다섯 개의 봉우리로 이루어져 있는 오봉은 우이령 길 오봉전망대에서 볼 수 있다.
1000,생태문화길,2,강북,"강북구,도봉구",2.06km,1시간,2,0,4호선,"진입로 1 : 미아역 지하철 4호선 2번 출입구 <br />    진입로 2 : 강북구민운동장.4단지 버스 정류장 마을버스 강북09, 11 <br />    진입로 3 : 번동한솔솔파크 버스 정류장(09-232) 지선버스 1124 <br />    진입로 4 : 도보진입  <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 오패산은 강북구의 미아동과 번동, 성북구의 장위동, 월곡동에 위치해 있고, 도시주거지 한복판에 있으면서도 자연상태가 잘 보존된 편이다. 일명 빡빡산(?), 매봉산 등으로도 불린다. 123m의 오패산과 115m 봉우리, 그리고 135m의 벽오산 봉우리로 이루어져 있다. 기슭에는 예부터 오얏나무가 많이 자생하여 봄이 되면 수려한 오얏나무 꽃이 만발하다.",http://gil.seoul.go.kr/view/course/2014/07/16/4386185199704053.zip,오패산 나들길,2013-09-27 11:58, 오동공원~꽃샘길~율곡놀이터~신망애정자,755,덕릉로 40다길,202570.168,459348.6516,덕릉로 40다길
1000,생태문화길,2,강북,"강북구,도봉구",5.21km,2시간 30분,2,0,"1호선,4호선","진입로 1 : 신한은행방학동지점 버스 정류장(10-194) 간선버스 130 지선버스 1119, 1144, 1161 <br /> - 지하철 1, 4호선 창동역 1번 출구 창동역동측도보방면 버스 정류장(10-266)에서 지선버스 1161번 탑승 가능 <br />   진입로 2 : 도봉구민회관 버스 정류장(10-013) 일반 36, 133, 37, 118, 74, 72 간선버스 101, 106, 107, 130, 140, 141, 142, 150, 160, 108 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 쌍문 역사 탐방길은 지나는 발자국 곳곳에 과거 우리의 역사와 문화를 떠올리게 만드는 공간이다. 1960년 형성된 판자촌에 조성한 발바닥 공원, 그리고 연산군과 정의공주의 묘, 원당샘과 천년 은행나무 등 곳곳에 숨어있는 우리의 역사와 문화를 체험할 수 있다. <br /> ※ 2013년‘G마켓, 생명의숲과 함께하는 초록숲길 만들기’사업 대상 노선으로 노선 전체에 초록숲길 안내표지판 설치  ",http://gil.seoul.go.kr/view/course/2014/07/16/4386145348788531.zip,쌍문역사 산책길(초록숲길),2013-09-27 11:57, 발바닥공원~정자쉼터~쌍문근린공원~벚나무길,923,연산군묘,202019.5249,462386.957," 조선 제10대왕 연산군과 부인 신씨의 묘소. 사적 제362호로 지정되어있으며, 지정면적 1만4301㎡이다. - 성종의 원자인 연산군은 1506년 중종반정으로 폐왕이 되어 연산군으로 강봉되고 강화 교동에 유배되었다가, 그해 11월에 병사하였다. 부인 신씨는 영의정 신승선의 딸로서 연산군의 폐왕과 함께 폐비되어 연산군이 죽은 뒤 묘를 강화에서 현위치로 이장하기를 청하여 1513년 2월 왕자군의 예로 이장하였다."
1000,생태문화길,2,강북,"강북구,도봉구",6.81km,3시간 30분,2,0,1호선,진입로 1 : 도봉역 지하철 1호선 1번 출입구 <br />  - 지하철 1호선 도봉역 1번 출구 맞은편 하천길을 따라 누원교 앞 버스정류장(북서울중학교)에서 마을버스 도봉08탑승 후 버스정류장(무수골)에서 하차 무수골숲길 방향으로 이동하여 진입할 수 있다 <br /> 진입로 2 : 대원그린아파트.도봉실버센터 버스 정류장 마을버스 도봉07<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    , 도봉역을 출발해 무수골을 걸어 원통사로 가는 길이다. 아무 근심이 없다는 뜻의 무수골에는 주말농장과 성신여대 생활예절교육관인 ‘난향관’이 있다. 이후 약간의 경사로를 따라 숲길을 걸어가면 도선 국사가 창건했다는 원통사가 오밀조밀한 자태를 뽐낸다. 이후 걷게 되는 방학능선에서는 북한산을 바라보며 걸을 수 있어 풍치가 그만이다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385898824466265.zip,북한산방학 나들길,2013-09-27 11:46, 방학동길 진입로~매표소~자현암~장수텃밭~장수천~쌍둥이전망대,748,도봉역 1번 출입구,204029.7252,464478.6991,도봉역 1번 출입구
1000,생태문화길,2,강북,"강북구,도봉구",2.01km,1시간,1,0,"1호선,6호선","진입로 : 도보진입<br />  - 석계역 지하철 1, 6호선 7번 출구에서 마을버스 성북14탑승 후 북서울꿈의숲 정류장에서 하차", 북서울 꿈의 숲은 오래전부터 오동근린공원으로 불리던 곳이다. 이 오동공원과 드림랜드가 합쳐진 ‘북서울 꿈의 숲’이란 명칭은 한강의 북쪽지역에 있는 대표공원이라는 의미와 놀이시설이었던 드림랜드가 대형녹지공원으로 재탄생된 역사성을 담고 있다.  (‘Free course' 로 자유롭게 다닐 수 있도록 조성)<br /> ※ 북서울 꿈의숲 홈페이지 : http://dreamforest.seoul.go.kr/index.jsp,http://gil.seoul.go.kr/view/course/2014/06/30/3008114719743271.zip,북서울꿈의숲 산책길,2013-09-27 11:38, 월영지~월광폭포~창포원~전망대,727,월영지,203702.0317,457985.5755," 북서울 꿈의 숲 안에 있는 연못으로 전통정원의 분위기로 조성되었다. 월광폭포도 같이 감상 할 수 있다. 월영대, 월광대 등을 볼 수 있는 휴게공간이다."
1000,생태문화길,2,강북,"강북구,도봉구",4.71km,2시간,2,0,4호선,진입로 1 : 해모로아파트 버스 정류장 마을 강북05<br />  - 지하철 4호선 미아삼거리역 2번 출구 맞은편에서 강북05 탑승<br /> 진입로 2 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 북서울꿈의 숲은 오래전부터 오동근린공원으로 불리던 곳이다. 오동공원은 오패산(123m)과 벽오산(135m)이라는 두 봉우리로 이루어졌는데 오패산은 예부터 오얏나무가 많이 자라 집집마다 울타리로 삼을 정도였다고 전해지며, 벽오산은 이 곳에 오헌이란 고개이름에서 유래된 것으로, 조선시대 철종임금의 비 철인왕후가 손자 김석진에게 벽오산이란 글씨를 하사하여 붙어진 이름이라고 한다. 이 오동공원과 드림랜드가 합쳐진 ‘북서울꿈의 숲’이란 명칭은 한강의 북쪽지역에 있는 대표공원이라는 의미와 놀이시설이었던 드림랜드가 대형녹지공원으로 재탄생된 역사성을 담고 있다.<br /> ※ 북서울 꿈의숲 홈페이지 : http://dreamforest.seoul.go.kr/index.jsp",http://gil.seoul.go.kr/view/course/2014/07/16/4385828127505027.zip,북서울꿈의숲 나들길,2013-09-27 11:22, 경북문화정보센터~삼각산전망대~생태이동로~단풍숲,723,오현로 9다길,203042.6324,457753.5128,오현로 9다길
5000,한강지천길/계절길,2,강북,성북구,3.62Km,1시간,1,0,"1호선,2호선,4호선","진입로 1 : 신설동역 지하철 1, 2호선 4번 출구<br /> 진입로 2 : 한성대입구역 지하철 4호선 2번 출구<br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",서울의 북악산의 동쪽에서 발원하여 남쪽으로 흘러 동대문구 신설동에서 청계천과 합류,http://gil.seoul.go.kr/view/course/2014/07/02/3180255678077683.zip,성북천길,2013-09-27 10:47,안암동주민센터 인근~우진 밧데리 인근~성북교통정보센터 인근~동소문로2길 인근,1324,우진밧데리 인근,201697.0308,454308.1576,우진밧데리 인근
1000,생태문화길,2,강북,성북구,2.23km,1시간,1,0,6호선,진입로 1 : 상월곡역 지하철 6호선 4번 출입구 <br />    진입로 2 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 청량공원은 문화적 가치가 높은 사적 204호인 조선 왕릉인 의릉과 도심에서는 보기 드문 울창한 자연림을 볼 수 있는 길이다.,http://gil.seoul.go.kr/view/course/2014/07/16/4386360616974710.zip,청량산 산책길,2013-09-27 10:41, 청량근린공원 전망대,704,청량산 산책길,204416.5463,455687.6406," 의릉 산책로 중 나오는 근린공원으로 전망대는 서울 우수조망 명소로 지정되어 있어 봉화산, 구룡산, 용마산등 서울아래를 바라 볼 수 있다. "
1000,생태문화길,2,강북,성북구,2.23km,1시간30분,1,0,4호선,진입로 1 : 산장빌라 버스 정류장(08-357) 지선버스 1162 <br /> - 지하철 4호선 성신여대입구역 6번 출구 성신여대입구 버스 정류장(08-270)에서 지선버스 1162번 탑승 가능 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 한성대입구역에서 북악스카이웨이를 넘어가는 이 길은 태조 이성계의 계비인 신덕왕후 강씨를 모신 정릉으로 가는 길이다. 신덕왕후 강씨에 대한 미움이 대단했던 태종이 후에 옮겨 온 능이지만 능 주변으로는 걷기 좋은 산책로가 옹골차게 뿌려져 있다. 산책로 곳곳엔 시원한 약수터와 물이 졸졸 흐르는 작은 계곡도 있다. 성북 구민회관부터 북악스카이웨이 입구까지는 메타세콰이어나무가 시원한 그늘을 드리우고 있다. <br />※숨겨진 보물 같은 정릉숲길에 들어서면 울창한 참나무와 소나무가 우거져 주택가 안쪽에 있는 길이라고는 믿기지 않을 만큼 도시의 소음은 어느새 멀어지고 새소리 물소리에 청량감이 전해져 온다. 잘 조성된 정릉 내 산책로는 작은 계곡과 약수터를 자주 만날 수 있으며, 어린아이뿐만 아니라 누구나 편안하게 걸을 수 있어 가을에 가족들이 가볍게 걷기에 적합하다.<br />  <font color='red'>※휴관일(월요일), 관람요금, 관람시간, 매표시간 등을 문화재청 정릉 홈페이지에서 확인하실 수 있습니다.</font><br />   ※홈페이지 : http://seoul.cha.go.kr<br /> ※문의전화 : 02-914-5133",http://gil.seoul.go.kr/view/course/2014/07/16/4386342544211093.zip,정릉숲 산책길,2013-09-27 10:22, 정릉 매표소~홍살문~정자각~비각~정릉,698,홍살문,200599.6472,455830.1089," 홍전문, 홍문이라고도 한다. 9m 이상의 둥근기둥 두 개를 세우고 위에는 지붕이 없이 화살 모양의 나무를 나란히 박아 놓고, 가운데에는 태극 문양이 있다."
1000,생태문화길,2,강북,성북구,2.02km,1시간,1,0,6호선,진입로 1 : 상월곡역 지하철 6호선 1번 출입구 <br /> - 1번 출구 반대방향으로 우남아파트와 월곡중학교 사이길을 통해 월곡초등학교쪽으로 이동하여 오동공원 진입<br />   진입로 2 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 1987년 4월 27일 시민근린공원으로 지정되었다. 서울 강북구 번동?미아동 등의 5개 동과 성북구 월곡동에 걸쳐 있는 대단위공원으로 면적이 138만 2,260㎡에 이른다. 공원에 오르면 북한산?도봉산?수락산?불암산이 병풍처럼 둘러쳐 있고 배드민턴장?운동장?체력단련시설?산책로?잔디밭 등과 함께 울창한 숲이 조성되어 있다. 특히 ‘꽃샘길’로 불리는 길이 400m 구간은 한 시민이 정성을 다해 꽃과 나무를 가꾸는 것으로 유명하다. 공원 산자락에는 북서울 꿈의 숲이 조성되어 있다. ",http://gil.seoul.go.kr/view/course/2014/08/11/6656051229632708.zip,오동공원 산책길,2013-09-27 10:14,오동공원,695,상월곡역 1번 출입구,204219.8549,456279.0974,상월곡역 1번 출입구
